"Date","AvgTemp"
"08/01/24",19.6509375
"08/02/24",19.2510520833333
"08/03/24",20.4343854166667
"08/04/24",19.7339895833333
"08/05/24",19.4960416666667
"08/06/24",19.2568645833333
"08/07/24",18.4356458333333
"08/08/24",17.38328125
"08/09/24",18.2833333333333
"08/10/24",20.9067395833333
"08/11/24",19.34396875
"08/12/24",16.9123854166667
"08/13/24",16.5254791666667
"08/14/24",16.9745
"08/15/24",17.192
"08/16/24",17.2724791666667
"08/17/24",17.6856458333333
"08/18/24",17.6257604166667
"08/19/24",18.0763958333333
"08/20/24",18.2297604166667
"08/21/24",15.4666458333333
"08/22/24",14.7706041666667
"08/23/24",15.0369583333333
"08/24/24",15.4575833333333
"08/25/24",15.731
"08/26/24",16.27415625
"08/27/24",16.11971875
"08/28/24",17.1903229166667
"08/29/24",16.8508125
"08/30/24",15.8734583333333
"08/31/24",16.26765625
"09/01/24",17.22053125
"09/02/24",16.7511770833333
"09/03/24",14.6535833333333
"09/04/24",14.4095416666667
"09/05/24",14.7465104166667
"09/06/24",14.6170104166667
"09/07/24",15.1642604166667
"09/08/24",13.8217708333333
"09/09/24",13.18753125
"09/10/24",13.7309166666667
"09/11/24",13.1798333333333
"09/12/24",13.5190416666667
"09/13/24",14.3579166666667
"09/14/24",15.0984270833333
"09/15/24",15.43803125
"09/16/24",14.7814375
"09/17/24",14.6235520833333
"09/18/24",14.59628125
"09/19/24",15.3171458333333
"09/20/24",15.6869583333333
"09/21/24",15.1055
"09/22/24",14.3306145833333
"09/23/24",13.4535416666667
"09/24/24",13.1040520833333
"09/25/24",13.2874375
"09/26/24",13.8646770833333
"09/27/24",14.5666041666667
"09/28/24",14.6274895833333
"09/29/24",14.4437604166667
"09/30/24",13.7544895833333
"10/01/24",13.6822395833333
"10/02/24",13.4392083333333
"10/03/24",13.5834270833333
"10/04/24",13.6658854166667
"10/05/24",13.7288645833333
"10/06/24",12.16284375
"10/07/24",12.9313333333333
"10/08/24",11.5637083333333
"10/09/24",10.7000833333333
"10/10/24",10.2529895833333
"10/11/24",9.77742708333333
"10/12/24",10.1231770833333
"10/13/24",9.07123958333333
"10/14/24",9.51388541666667
"10/15/24",8.1595
"10/16/24",7.80845833333333
"10/17/24",7.04977083333333
"10/18/24",7.46303125
"10/19/24",7.69945833333333
"10/20/24",7.89671875
"10/21/24",8.7991875
"10/22/24",10.0407395833333
"10/23/24",10.92453125
"10/24/24",11.2786979166667
"10/25/24",9.4735
"10/26/24",8.89151041666667
"10/27/24",7.3636875
"10/28/24",6.8555625
"10/29/24",7.37335416666667
"10/30/24",8.84360416666667
"10/31/24",9.94309375
"11/01/24",10.97890625
"11/02/24",9.76467708333333
"11/03/24",7.05791
"11/04/24",6.24020833333333
"11/05/24",8.47452083333333
"11/06/24",10.3868125
"11/07/24",10.33734375
"11/08/24",8.61789583333333
"11/09/24",7.21576041666667
"11/10/24",6.15844791666667
"11/11/24",8.26304166666667
"11/12/24",7.58108333333333
"11/13/24",5.4680625
"11/14/24",4.25264583333333
"11/15/24",4.15572916666667
"11/16/24",4.50865625
"11/17/24",4.72541666666667
"11/18/24",5.68032291666667
"11/19/24",5.75514583333333
"11/20/24",5.89344791666667
"11/21/24",6.7850625
"11/22/24",7.05525
"11/23/24",6.76939583333333
"11/24/24",6.12452083333333
"11/25/24",5.10464583333333
"11/26/24",4.79434375
"11/27/24",4.41708333333333
"11/28/24",4.75435416666667
"11/29/24",4.68885416666667
"11/30/24",3.70408333333333
"12/01/24",2.55452083333333
"12/02/24",1.58984375
"12/03/24",1.36319791666667
"12/04/24",1.32603125
"12/05/24",1.7228125
"12/06/24",1.30702083333333
"12/07/24",0.77096875
"12/08/24",1.66110416666667
"12/09/24",2.60275
"12/10/24",3.31336458333333
"12/11/24",3.80194791666667
"12/12/24",4.14761458333333
"12/13/24",2.14304166666667
"12/14/24",0.580833333333333
"12/15/24",0.220520833333333
"12/16/24",0.76621875
"12/17/24",2.14729166666667
"12/18/24",2.67888541666667
"12/19/24",3.07453125
"12/20/24",2.38809375
"12/21/24",1.14526041666667
"12/22/24",0.000562500000000005
"12/23/24",-0.01903125
"12/24/24",-0.0203958333333333
"12/25/24",0.105729166666667
"12/26/24",-0.00501041666666667
"12/27/24",-0.00388541666666666
"12/28/24",0.149208333333333
"12/29/24",0.328958333333333
"12/30/24",1.75547916666667
"12/31/24",2.41410416666667
